"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 07, 2019","10,335","10,340","10,395","10,255","343.74K","-0.43%"
"Nov 06, 2019","10,380","10,550","10,560","10,380","279.79K","-1.61%"
"Nov 05, 2019","10,550","10,470","10,550","10,380","455.59K","1.05%"
"Nov 04, 2019","10,440","10,430","10,495","10,385","106.55K","0.97%"
"Nov 01, 2019","10,340","10,250","10,345","10,185","256.85K","0.98%"
"Oct 31, 2019","10,240","10,270","10,370","10,215","220.41K","0.20%"
"Oct 30, 2019","10,220","10,315","10,315","10,195","182.06K","-0.49%"
"Oct 29, 2019","10,270","10,165","10,285","10,090","879.74K","1.58%"
"Oct 28, 2019","10,110","10,175","10,245","10,065","587.00K","-0.30%"
"Oct 25, 2019","10,140","10,375","10,375","10,125","914.65K","-2.73%"
"Oct 24, 2019","10,425","10,525","10,540","10,105","1.44M","-0.52%"
"Oct 23, 2019","10,480","10,180","10,490","10,175","1.31M","3.10%"
"Oct 22, 2019","10,165","9,985","10,330","9,985","1.18M","2.37%"
"Oct 21, 2019","9,930","9,720","9,930","9,710","564.15K","2.16%"
"Oct 18, 2019","9,720","9,830","9,850","9,695","131.60K","-0.97%"
"Oct 17, 2019","9,815","9,915","9,945","9,750","245.45K","-1.01%"
"Oct 16, 2019","9,915","9,910","9,940","9,865","335.69K","0.97%"
"Oct 15, 2019","9,820","9,710","9,880","9,705","639.99K","0.87%"
"Oct 14, 2019","9,735","9,700","9,805","9,635","614.46K","1.88%"
"Oct 11, 2019","9,555","9,615","9,700","9,535","265.80K","-0.52%"
"Oct 10, 2019","9,605","9,600","9,635","9,480","386.43K","-0.16%"
"Oct 08, 2019","9,620","9,540","9,665","9,435","1.39M","0.84%"
"Oct 07, 2019","9,540","9,275","9,580","9,275","741.65K","3.75%"
"Oct 04, 2019","9,195","9,180","9,300","9,075","425.60K","0.38%"
"Oct 02, 2019","9,160","9,250","9,310","9,160","250.81K","-1.87%"
"Oct 01, 2019","9,335","9,065","9,350","9,065","210.96K","3.09%"
"Sep 30, 2019","9,055","9,105","9,125","8,930","349.51K","-0.39%"
"Sep 27, 2019","9,090","9,150","9,150","8,990","519.69K","-0.44%"
"Sep 26, 2019","9,130","9,140","9,230","8,990","645.83K","1.16%"
"Sep 25, 2019","9,025","9,100","9,225","8,935","977.58K","-1.47%"
"Sep 24, 2019","9,160","9,295","9,355","9,110","1.04M","-3.22%"
"Sep 23, 2019","9,465","9,545","9,545","9,445","122.36K","-0.99%"
"Sep 20, 2019","9,560","9,500","9,590","9,490","291.22K","0.47%"
"Sep 19, 2019","9,515","9,510","9,655","9,435","264.52K","-0.16%"
"Sep 18, 2019","9,530","9,590","9,635","9,505","248.58K","-0.31%"
"Sep 17, 2019","9,560","9,390","9,670","9,390","391.98K","0.26%"
"Sep 16, 2019","9,535","9,300","9,535","9,280","506.19K","2.53%"
